Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,205404,170157,35.736532932333354,43.139140972354944,43.139140972354944,% At Least 1 Dose
Queens,Queens,Borough,Borough,1129287,868869,38.30434328490956,49.78494677009498,49.78494677009498,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,929666,770325,47.80410552411861,57.69233968284199,57.69233968284199,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1030086,798643,31.198174305457687,40.23925906520396,40.23925906520396,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,520407,406880,28.632941866215862,36.622059029128486,36.622059029128486,% At Least 1 Dose
85+,85+,Age,Age,94906,83060,46.41831248812438,53.03848260291274,53.03848260291274,% At Least 1 Dose
75-84,75-84,Age,Age,255995,228163,59.62324387295329,66.89626414123533,66.89626414123533,% At Least 1 Dose
65-74,65-74,Age,Age,528817,467965,65.10409783039661,73.56993301288952,73.56993301288952,% At Least 1 Dose
55-64,55-64,Age,Age,675762,556534,55.713324317413836,67.64896208925998,67.64896208925998,% At Least 1 Dose
45-54,45-54,Age,Age,616049,481571,46.84146380607867,59.92187431608414,59.92187431608414,% At Least 1 Dose
35-44,35-44,Age,Age,619383,473741,41.669320066918466,54.479701927863864,54.479701927863864,% At Least 1 Dose
25-34,25-34,Age,Age,705591,528402,35.613827332902424,47.55620917719834,47.55620917719834,% At Least 1 Dose
18-24,18-24,Age,Age,274510,173330,24.597300465481737,38.955777711760184,38.955777711760184,% At Least 1 Dose
<18,<18,Age,Age,43837,22108,1.297324823191442,2.572409456949667,2.572409456949667,% At Least 1 Dose
Male,Male,Sex,Sex,1741223,1358266,34.14065461523506,43.76645889030825,43.76645889030825,% At Least 1 Dose
Female,Female,Sex,Sex,2030165,1621244,37.1983559232286,46.58077393216652,46.58077393216652,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,727760,551835,44.73218324278842,58.99280342271095,58.99280342271095,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,459439,355648,19.478510807033224,25.16304752640965,25.16304752640965,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,729722,538400,22.214978606117374,30.109135621124032,30.109135621124032,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9917,7364,39.037319762510606,52.57103477523325,52.57103477523325,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1116607,947709,35.33622224807381,41.63374318040132,41.63374318040132,% At Least 1 Dose
