Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,200698,158623,33.314151420896664,42.15078243300857,42.15078243300857,% At Least 1 Dose
Queens,Queens,Borough,Borough,1096040,795426,35.06658720905277,48.31924307806156,48.31924307806156,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,910898,714456,44.33703958243558,56.527652761767555,56.527652761767555,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1001472,730774,28.546941036103156,39.121482336958216,39.121482336958216,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,504359,380713,26.791518867264646,35.49272986311139,35.49272986311139,% At Least 1 Dose
85+,85+,Age,Age,93730,81268,45.41684829382244,52.38127172540209,52.38127172540209,% At Least 1 Dose
75-84,75-84,Age,Age,253092,223167,58.3176959690895,66.1376561418525,66.1376561418525,% At Least 1 Dose
65-74,65-74,Age,Age,522065,455398,63.35575511794035,72.63058312870837,72.63058312870837,% At Least 1 Dose
55-64,55-64,Age,Age,661223,527485,52.80529649144713,66.19349661500166,66.19349661500166,% At Least 1 Dose
45-54,45-54,Age,Age,598428,444069,43.19371804137199,58.207914310753864,58.207914310753864,% At Least 1 Dose
35-44,35-44,Age,Age,599900,429372,37.766710704315045,52.76601583596181,52.76601583596181,% At Least 1 Dose
25-34,25-34,Age,Age,683707,465163,31.351574679230758,46.0812469375527,46.0812469375527,% At Least 1 Dose
18-24,18-24,Age,Age,261038,140439,19.929731033703284,37.04396306991532,37.04396306991532,% At Least 1 Dose
<18,<18,Age,Age,40284,13631,0.799883963493873,2.363915016168086,2.363915016168086,% At Least 1 Dose
Male,Male,Sex,Sex,1691072,1246166,31.32296840180716,42.50588992251501,42.50588992251501,% At Least 1 Dose
Female,Female,Sex,Sex,1979872,1500783,34.434459092851405,45.42683478762879,45.42683478762879,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,706825,493649,40.01557988460185,57.29579570085972,57.29579570085972,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,444654,329022,18.020229504317996,24.35328680153003,24.35328680153003,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,697555,488062,20.137977133095944,28.78188967605907,28.78188967605907,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9732,6657,35.289440203562336,51.590330788804074,51.590330788804074,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1097672,886215,33.043360566984944,40.927733879796094,40.927733879796094,% At Least 1 Dose
