Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,178897,126085,33.78772574457023,47.94006243824706,47.94006243824706,% At Least 1 Dose
Queens,Queens,Borough,Borough,885208,584311,32.119837983289315,48.6602811542339,48.6602811542339,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,794733,527668,38.133097755869876,57.43314201129448,57.43314201129448,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,835493,528167,26.61005710809604,42.09372498360269,42.09372498360269,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,424321,299589,27.952616581552764,39.59051307124444,39.59051307124444,% At Least 1 Dose
85+,85+,Age,Age,85982,72130,40.31005152622696,48.051280331735015,48.051280331735015,% At Least 1 Dose
75-84,75-84,Age,Age,236395,199515,52.1369875979553,61.774418881881786,61.774418881881786,% At Least 1 Dose
65-74,65-74,Age,Age,484570,401780,55.8963264908631,67.41421406659747,67.41421406659747,% At Least 1 Dose
55-64,55-64,Age,Age,579749,405144,40.5580235300167,58.03732397247312,58.03732397247312,% At Least 1 Dose
45-54,45-54,Age,Age,501915,311823,30.33040978049523,48.82028466462469,48.82028466462469,% At Least 1 Dose
35-44,35-44,Age,Age,492182,287589,25.29575884022074,43.291353902609366,43.291353902609366,% At Least 1 Dose
25-34,25-34,Age,Age,552232,302140,20.36396870254681,37.219948250959256,37.219948250959256,% At Least 1 Dose
18-24,18-24,Age,Age,185627,85699,12.161564948891247,26.342370585045742,26.342370585045742,% At Least 1 Dose
Male,Male,Sex,Sex,1403959,909538,29.260594500806924,45.166529594979416,45.166529594979416,% At Least 1 Dose
Female,Female,Sex,Sex,1679080,1130684,32.082612236302516,47.64308379151985,47.64308379151985,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,580485,346920,34.09057344379958,57.042161090522306,57.042161090522306,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,370293,248198,17.083581709804786,25.487436329336838,25.487436329336838,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,554528,350238,19.201746026770987,30.401914757202995,30.401914757202995,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8185,4842,32.23501107127144,54.490616608499934,54.490616608499934,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,969660,672601,30.207298140722283,43.548565516751786,43.548565516751786,% At Least 1 Dose
