Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,198273,157681,42.25468836998516,53.132361078266044,53.132361078266044,% At Least 1 Dose
Queens,Queens,Borough,Borough,1082626,791745,43.522578086120916,59.51243724060744,59.51243724060744,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,901420,710090,51.316227979459896,65.14311457032875,65.14311457032875,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,991657,727588,36.65726603738094,49.96156405387537,49.96156405387537,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,499207,379257,35.38589703517137,46.57761755547504,46.57761755547504,% At Least 1 Dose
85+,85+,Age,Age,93730,81268,45.41684829382244,52.38127172540209,52.38127172540209,% At Least 1 Dose
75-84,75-84,Age,Age,253092,223167,58.3176959690895,66.1376561418525,66.1376561418525,% At Least 1 Dose
65-74,65-74,Age,Age,522065,455398,63.35575511794035,72.63058312870837,72.63058312870837,% At Least 1 Dose
55-64,55-64,Age,Age,661223,527485,52.80529649144713,66.19349661500166,66.19349661500166,% At Least 1 Dose
45-54,45-54,Age,Age,598428,444069,43.19371804137199,58.207914310753864,58.207914310753864,% At Least 1 Dose
35-44,35-44,Age,Age,599900,429372,37.766710704315045,52.76601583596181,52.76601583596181,% At Least 1 Dose
25-34,25-34,Age,Age,683707,465163,31.351574679230758,46.0812469375527,46.0812469375527,% At Least 1 Dose
18-24,18-24,Age,Age,261038,140439,19.929731033703284,37.04396306991532,37.04396306991532,% At Least 1 Dose
Male,Male,Sex,Sex,1671845,1239641,39.88028276726733,53.78464518601922,53.78464518601922,% At Least 1 Dose
Female,Female,Sex,Sex,1958983,1493732,42.38392383809856,55.585196187890354,55.585196187890354,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,699877,491687,48.31630285040207,68.77438103921976,68.77438103921976,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,441890,328263,22.594492231225267,30.41549054281516,30.41549054281516,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,692283,486669,26.681555219886505,37.954312052521715,37.954312052521715,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9503,6584,43.832158796623524,63.265037218152095,63.265037218152095,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1091765,883664,39.686384504666535,49.03244398180446,49.03244398180446,% At Least 1 Dose
