Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,164503,111199,23.35411840560504,34.54907454273191,34.54907454273191,% At Least 1 Dose
Queens,Queens,Borough,Borough,771743,492560,21.714651263211202,34.022515246516974,34.022515246516974,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,707077,457849,28.412763327312735,43.87912052922755,43.87912052922755,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,730112,446024,17.423472686065562,28.521080681238452,28.521080681238452,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,381350,252153,17.744500074695065,26.836345803876867,26.836345803876867,% At Least 1 Dose
85+,85+,Age,Age,82434,66907,37.391163419731974,46.0684706434631,46.0684706434631,% At Least 1 Dose
75-84,75-84,Age,Age,227350,184851,48.305011124324665,59.41079182214439,59.41079182214439,% At Least 1 Dose
65-74,65-74,Age,Age,463428,367802,51.16924853400475,64.47290256610012,64.47290256610012,% At Least 1 Dose
55-64,55-64,Age,Age,529363,328972,32.932621775755415,52.993298703473904,52.993298703473904,% At Least 1 Dose
45-54,45-54,Age,Age,439502,256011,24.901686335884023,42.749494935739875,42.749494935739875,% At Least 1 Dose
35-44,35-44,Age,Age,419696,238317,20.96189130851627,36.91562890863448,36.91562890863448,% At Least 1 Dose
25-34,25-34,Age,Age,450784,248402,16.742075043522977,30.38244280005581,30.38244280005581,% At Least 1 Dose
18-24,18-24,Age,Age,133056,66429,9.426954783485181,18.882007792852583,18.882007792852583,% At Least 1 Dose
<18,<18,Age,Age,9172,2094,0.122878513649488,0.538224320531568,0.538224320531568,% At Least 1 Dose
Male,Male,Sex,Sex,1231178,770201,19.359364311047067,30.9462379739137,30.9462379739137,% At Least 1 Dose
Female,Female,Sex,Sex,1492963,968215,22.215043620953278,34.25503443911659,34.25503443911659,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,329139,211198,11.567118401969934,18.026637485705272,18.026637485705272,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,479141,288582,11.907212028437153,19.769886820790646,19.769886820790646,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,489677,283372,23.06466395029131,39.8565682184083,39.8565682184083,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,7208,3982,21.10899067005937,38.21034775233249,38.21034775233249,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,873020,585780,21.8413587593625,32.5513725700752,32.5513725700752,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3857,2311,45.81681205392291,76.46708961141526,76.46708961141526,% At Least 1 Dose
