Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,159142,105504,28.272516294207385,42.64620097904109,42.64620097904109,% At Least 1 Dose
Queens,Queens,Borough,Borough,738527,462995,25.451043001198055,40.59716073509605,40.59716073509605,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,680227,437178,31.59363730738965,49.15811208407957,49.15811208407957,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,699593,422972,21.310133111545397,35.246824739948224,35.246824739948224,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,366799,240293,22.420109203712613,34.22352559505513,34.22352559505513,% At Least 1 Dose
85+,85+,Age,Age,81150,65014,36.33325509394315,45.350903664956576,45.350903664956576,% At Least 1 Dose
75-84,75-84,Age,Age,224109,179507,46.908524335243776,58.563858123901284,58.563858123901284,% At Least 1 Dose
65-74,65-74,Age,Age,456069,355433,49.44845192300997,63.449105795115344,63.449105795115344,% At Least 1 Dose
55-64,55-64,Age,Age,514860,306241,30.657074234977795,51.54143710548447,51.54143710548447,% At Least 1 Dose
45-54,45-54,Age,Age,421982,241830,23.522328363261085,41.04535900171873,41.04535900171873,% At Least 1 Dose
35-44,35-44,Age,Age,400190,225228,19.81060879263545,35.19991978228631,35.19991978228631,% At Least 1 Dose
25-34,25-34,Age,Age,425607,234671,15.816617791074874,28.685535273663998,28.685535273663998,% At Least 1 Dose
18-24,18-24,Age,Age,120321,61018,8.659078519602865,17.074780991791545,17.074780991791545,% At Least 1 Dose
Male,Male,Sex,Sex,1179034,728933,23.450381326845818,37.930505131906955,37.930505131906955,% At Least 1 Dose
Female,Female,Sex,Sex,1435554,919435,26.088523921347434,40.733151195447206,40.733151195447206,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,317174,200848,13.824459581668153,21.831231296084674,21.831231296084674,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,455364,269288,14.763674370162876,24.96526327164541,24.96526327164541,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,464772,264198,26.065170978263918,45.853343499608926,45.853343499608926,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,6882,3722,24.77875076564896,45.81605662794094,45.81605662794094,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,844295,559389,25.122814714281567,37.91827663610539,37.91827663610539,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3719,2166,53.65975450377831,92.13325346239684,92.13325346239684,% At Least 1 Dose
