Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,189741,137211,28.817183073152393,39.849583003425444,39.849583003425444,% At Least 1 Dose
Queens,Queens,Borough,Borough,987081,652115,28.748679975046638,43.51575378338025,43.51575378338025,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,853060,585517,36.33546419260099,52.938396466951765,52.938396466951765,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,920007,592976,23.164002698268284,35.939135193373275,35.939135193373275,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,458989,328976,23.150684927694233,32.29995417379216,32.29995417379216,% At Least 1 Dose
85+,85+,Age,Age,89198,75088,41.963138070169556,49.84855089472332,49.84855089472332,% At Least 1 Dose
75-84,75-84,Age,Age,243855,207796,54.300967220032184,63.72385590406431,63.72385590406431,% At Least 1 Dose
65-74,65-74,Age,Age,501379,421320,58.61476498862671,69.75271113460713,69.75271113460713,% At Least 1 Dose
55-64,55-64,Age,Age,617654,453439,45.39272365239826,61.8319053605852,61.8319053605852,% At Least 1 Dose
45-54,45-54,Age,Age,546772,359267,34.94519432693926,53.18343681030886,53.18343681030886,% At Least 1 Dose
35-44,35-44,Age,Age,542277,330381,29.059658406235872,47.697610884277154,47.697610884277154,% At Least 1 Dose
25-34,25-34,Age,Age,616027,347692,23.43413320356757,41.519674812748406,41.519674812748406,% At Least 1 Dose
18-24,18-24,Age,Age,221867,98115,13.923522386030928,31.48519738288258,31.48519738288258,% At Least 1 Dose
<18,<18,Age,Age,29849,3697,0.2169445391414312,1.751576291271999,1.751576291271999,% At Least 1 Dose
Male,Male,Sex,Sex,1542516,1018333,25.596278811584888,38.77186500617251,38.77186500617251,% At Least 1 Dose
Female,Female,Sex,Sex,1826435,1250711,28.696724820629814,41.906325760121256,41.906325760121256,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,640542,389580,31.579664116494083,51.92284309386353,51.92284309386353,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,402089,273076,14.956119019765064,22.02204126520937,22.02204126520937,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,619673,395240,16.308038900969223,25.56839234358947,25.56839234358947,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8920,5384,28.541136556403735,47.28583545377438,47.28583545377438,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1031323,738192,27.524183661598762,38.453848953159905,38.453848953159905,% At Least 1 Dose
