Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,208821,179487,48.09816814621626,55.95896956582385,55.95896956582385,% At Least 1 Dose
Queens,Queens,Borough,Borough,1156077,948152,52.120341091527855,63.550071684782864,63.550071684782864,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,941706,815615,58.94222603256936,68.05447166644404,68.05447166644404,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1056834,871924,43.92918799152452,53.2453051663159,53.2453051663159,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,533730,433426,40.44003883479063,49.7987244126859,49.7987244126859,% At Least 1 Dose
85+,85+,Age,Age,96291,85213,47.6215225385329,53.812493712906154,53.812493712906154,% At Least 1 Dose
75-84,75-84,Age,Age,259087,233624,61.05030494240889,67.70426136276193,67.70426136276193,% At Least 1 Dose
65-74,65-74,Age,Age,536184,481981,67.05402792173003,74.59484275767072,74.59484275767072,% At Least 1 Dose
55-64,55-64,Age,Age,694470,593983,59.462256606120064,69.52177645698984,69.52177645698984,% At Least 1 Dose
45-54,45-54,Age,Age,638958,526656,51.226793063232975,62.15018767866922,62.15018767866922,% At Least 1 Dose
35-44,35-44,Age,Age,645245,522941,45.996854621226376,56.75447222549621,56.75447222549621,% At Least 1 Dose
25-34,25-34,Age,Age,733852,592300,39.920496003569454,49.4609755752346,49.4609755752346,% At Least 1 Dose
18-24,18-24,Age,Age,293081,211906,30.071629564636087,41.5911926251881,41.5911926251881,% At Least 1 Dose
Male,Male,Sex,Sex,1783096,1474410,47.43299690385089,57.36368245418093,57.36368245418093,% At Least 1 Dose
Female,Female,Sex,Sex,2070217,1735763,49.25143653144571,58.74140719776834,58.74140719776834,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,743058,609247,59.86849878621746,73.01762170530044,73.01762170530044,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,475431,388965,26.772638618176693,32.72413289339237,32.72413289339237,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,769445,604135,33.12161112124696,42.184707175031846,42.184707175031846,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9992,7876,52.433487649180876,66.52049372658905,66.52049372658905,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1130209,997224,44.78649701841603,50.759009017720146,50.759009017720146,% At Least 1 Dose
