Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,159695,105603,22.178841230470677,33.5392938675986,33.5392938675986,% At Least 1 Dose
Queens,Queens,Borough,Borough,740295,463465,20.431989702176747,32.636120994191444,32.636120994191444,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,682607,437862,27.172428848864598,42.360584246262334,42.360584246262334,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,701083,423410,16.540079838768808,27.38709240122707,27.38709240122707,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,367605,240499,16.924385287758177,25.869083254842412,25.869083254842412,% At Least 1 Dose
85+,85+,Age,Age,81150,65014,36.33325509394315,45.350903664956576,45.350903664956576,% At Least 1 Dose
75-84,75-84,Age,Age,224109,179507,46.908524335243776,58.563858123901284,58.563858123901284,% At Least 1 Dose
65-74,65-74,Age,Age,456069,355433,49.44845192300997,63.449105795115344,63.449105795115344,% At Least 1 Dose
55-64,55-64,Age,Age,514860,306241,30.657074234977795,51.54143710548447,51.54143710548447,% At Least 1 Dose
45-54,45-54,Age,Age,421982,241830,23.522328363261085,41.04535900171873,41.04535900171873,% At Least 1 Dose
35-44,35-44,Age,Age,400190,225228,19.81060879263545,35.19991978228631,35.19991978228631,% At Least 1 Dose
25-34,25-34,Age,Age,425607,234671,15.816617791074874,28.685535273663998,28.685535273663998,% At Least 1 Dose
18-24,18-24,Age,Age,120321,61018,8.659078519602865,17.074780991791545,17.074780991791545,% At Least 1 Dose
<18,<18,Age,Age,6997,1897,0.111318309643304,0.4105926265546644,0.4105926265546644,% At Least 1 Dose
Male,Male,Sex,Sex,1182385,729887,18.34605296396293,29.71980297470061,29.71980297470061,% At Least 1 Dose
Female,Female,Sex,Sex,1439174,920367,21.117203361119078,33.020881919968,33.020881919968,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,317556,200963,11.006556953262265,17.392247328364682,17.392247328364682,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,456070,269461,11.118258451305707,18.817951881300054,18.817951881300054,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,465568,264415,21.521685693774533,37.89425019412371,37.89425019412371,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,6921,3728,19.762510602205257,36.68893129770993,36.68893129770993,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,845737,559828,20.873714007880757,31.53410023057626,31.53410023057626,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3726,2169,43.00158604282077,73.86994448849708,73.86994448849708,% At Least 1 Dose
