Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,199155,160148,42.91578460991738,53.36871571289118,53.36871571289118,% At Least 1 Dose
Queens,Queens,Borough,Borough,1089579,805865,44.29876082497753,59.894646772000506,59.894646772000506,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,905598,721284,52.1251872043498,65.4450470021306,65.4450470021306,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,998033,740481,37.30683987727378,50.28279904985433,50.28279904985433,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,503164,384459,35.8712603544429,46.946818373306144,46.946818373306144,% At Least 1 Dose
85+,85+,Age,Age,94048,81706,45.66162581452794,52.55898691166772,52.55898691166772,% At Least 1 Dose
75-84,75-84,Age,Age,253785,224366,58.63101701327138,66.31874995637965,66.31874995637965,% At Least 1 Dose
65-74,65-74,Age,Age,523747,458283,63.75712129327545,72.86458586940633,72.86458586940633,% At Least 1 Dose
55-64,55-64,Age,Age,664712,533547,53.41214921205749,66.54277229006095,66.54277229006095,% At Least 1 Dose
45-54,45-54,Age,Age,602414,451628,43.92896710103328,58.595624689350224,58.595624689350224,% At Least 1 Dose
35-44,35-44,Age,Age,604157,438090,38.53352871741375,53.140453124532726,53.140453124532726,% At Least 1 Dose
25-34,25-34,Age,Age,688701,477827,32.20511707563327,46.417838119456846,46.417838119456846,% At Least 1 Dose
18-24,18-24,Age,Age,263965,146790,20.831002915410284,37.45933431818432,37.45933431818432,% At Least 1 Dose
Male,Male,Sex,Sex,1682940,1261284,40.57655609150553,54.14158057078209,54.14158057078209,% At Least 1 Dose
Female,Female,Sex,Sex,1970087,1517502,43.05838610417547,55.90026682325081,55.90026682325081,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,704236,502316,49.360776230818715,69.20272420087524,69.20272420087524,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,445431,333615,22.962872835867028,30.659219190243505,30.659219190243505,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,699383,496564,27.224047116639284,38.34356849182891,38.34356849182891,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9510,6689,44.531183200275635,63.311638845062234,63.311638845062234,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1095907,896099,40.24485490893278,49.21846604971526,49.21846604971526,% At Least 1 Dose
