Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,185767,131674,27.654297133424205,39.01495979149121,39.01495979149121,% At Least 1 Dose
Queens,Queens,Borough,Borough,953950,622496,27.442917721178983,42.05516398518013,42.05516398518013,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,836199,561375,34.837282625647724,51.89205236122735,51.89205236122735,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,893033,562807,21.985481480876594,34.885423392586915,34.885423392586915,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,446667,316992,22.30734739494568,31.432830919575892,31.432830919575892,% At Least 1 Dose
85+,85+,Age,Age,88121,73977,41.342252623813835,49.246666443125555,49.246666443125555,% At Least 1 Dose
75-84,75-84,Age,Age,241309,204510,53.442274183183414,63.058538657619714,63.058538657619714,% At Least 1 Dose
65-74,65-74,Age,Age,495499,413332,57.50346065289816,68.9346753942361,68.9346753942361,% At Least 1 Dose
55-64,55-64,Age,Age,604022,433341,43.38075961761982,60.467237546767926,60.467237546767926,% At Least 1 Dose
45-54,45-54,Age,Age,530508,337694,32.846831056126575,51.60146952543899,51.60146952543899,% At Least 1 Dose
35-44,35-44,Age,Age,524359,310143,27.279564009689455,46.12157909273062,46.12157909273062,% At Least 1 Dose
25-34,25-34,Age,Age,595667,326442,22.001902003034306,40.14742882484924,40.14742882484924,% At Least 1 Dose
18-24,18-24,Age,Age,209531,92485,13.124567781400096,29.734592764281164,29.734592764281164,% At Least 1 Dose
<18,<18,Age,Age,26600,3420,0.2006898360464416,1.5609209470278793,1.5609209470278793,% At Least 1 Dose
Male,Male,Sex,Sex,1497043,969933,24.37972205217445,37.62887976814213,37.62887976814213,% At Least 1 Dose
Female,Female,Sex,Sex,1779481,1198266,27.493409479821324,40.82899773052221,40.82899773052221,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,618780,367108,29.758065954304403,50.158798095395575,50.158798095395575,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,390196,261426,14.318059334621502,21.37067269564608,21.37067269564608,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,595077,374709,15.460907166641222,24.55353421989693,24.55353421989693,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8679,5163,27.369592875318066,46.00826972010178,46.00826972010178,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1011000,707129,26.36597046356865,37.6960867658771,37.6960867658771,% At Least 1 Dose
