Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,210441,178943,37.58177690315724,44.19701644253932,44.19701644253932,% At Least 1 Dose
Queens,Queens,Borough,Borough,1163351,936091,41.26784476130956,51.28666814541988,51.28666814541988,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,948434,812825,50.44153061713135,58.85702660391641,58.85702660391641,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1060554,861468,33.65236885889443,41.42946041266294,41.42946041266294,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,539695,434917,30.605960424766526,37.97939333584194,37.97939333584194,% At Least 1 Dose
85+,85+,Age,Age,96228,84892,47.442130793906266,53.77728598732522,53.77728598732522,% At Least 1 Dose
75-84,75-84,Age,Age,259237,233120,60.91860035002551,67.74345915811412,67.74345915811412,% At Least 1 Dose
65-74,65-74,Age,Age,536139,480310,66.82155552000214,74.58858228006584,74.58858228006584,% At Least 1 Dose
55-64,55-64,Age,Age,691724,586701,58.73327252306421,69.24688078381334,69.24688078381334,% At Least 1 Dose
45-54,45-54,Age,Age,634817,517463,50.33260803803569,61.74740075499447,61.74740075499447,% At Least 1 Dose
35-44,35-44,Age,Age,640042,512240,45.05561585566441,56.296826650576214,56.296826650576214,% At Least 1 Dose
25-34,25-34,Age,Age,727706,577454,38.91988873754043,49.04674061248272,49.04674061248272,% At Least 1 Dose
18-24,18-24,Age,Age,288635,203003,28.80820277155824,40.96025973492368,40.96025973492368,% At Least 1 Dose
<18,<18,Age,Age,47947,29061,1.7053354752472631,2.8135893476370577,2.8135893476370577,% At Least 1 Dose
Male,Male,Sex,Sex,1794624,1461572,36.73729950340974,45.108718136367685,45.108718136367685,% At Least 1 Dose
Female,Female,Sex,Sex,2083947,1725089,39.58100978091299,47.814765841011265,47.814765841011265,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,745930,599683,48.61078011286904,60.46567804922335,60.46567804922335,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,474806,382680,20.95902835285303,26.0046838510106,26.0046838510106,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,766260,592549,24.449226147987076,31.616733853498324,31.616733853498324,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10179,7888,41.815097540288384,53.95992366412214,53.95992366412214,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1132906,989264,36.88563954338145,42.241466739448825,42.241466739448825,% At Least 1 Dose
