Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,180266,127590,34.1910292877798,48.30692127589084,48.30692127589084,% At Least 1 Dose
Queens,Queens,Borough,Borough,910503,594587,32.68471431646853,50.050758659855575,50.050758659855575,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,809068,538077,38.88532721556963,58.469092564161805,58.469092564161805,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,857167,536974,27.053770503577017,43.185702289570074,43.185702289570074,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,429370,303644,28.330961114356697,40.06160099877268,40.06160099877268,% At Least 1 Dose
85+,85+,Age,Age,86487,72542,40.54029887447049,48.33350098916943,48.33350098916943,% At Least 1 Dose
75-84,75-84,Age,Age,237742,200673,52.43959457807426,62.12641508414449,62.12641508414449,% At Least 1 Dose
65-74,65-74,Age,Age,487954,404607,56.289623606174146,67.88500198248447,67.88500198248447,% At Least 1 Dose
55-64,55-64,Age,Age,587923,412502,41.29461579630686,58.85560410085798,58.85560410085798,% At Least 1 Dose
45-54,45-54,Age,Age,512585,318630,30.992513279518175,49.858134574214056,49.858134574214056,% At Least 1 Dose
35-44,35-44,Age,Age,505504,293970,25.85701896198982,44.46313063700957,44.46313063700957,% At Least 1 Dose
25-34,25-34,Age,Age,572851,309995,20.893388753379224,38.609650609726096,38.609650609726096,% At Least 1 Dose
18-24,18-24,Age,Age,195328,87953,12.481430611207035,27.71904174304285,27.71904174304285,% At Least 1 Dose
Male,Male,Sex,Sex,1435505,925702,29.780603834678672,46.18139067183652,46.18139067183652,% At Least 1 Dose
Female,Female,Sex,Sex,1713109,1148651,32.59241718096402,48.608640226199334,48.608640226199334,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,595918,353005,34.6885243817839,58.558706172841454,58.558706172841454,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,377260,251388,17.303150866906282,25.966978121664773,25.966978121664773,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,566757,356396,19.539357456806723,31.072367855271686,31.072367855271686,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8293,4927,32.800887969466,55.20961313797067,55.20961313797067,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,987862,683511,30.697279010086557,44.366038640873555,44.366038640873555,% At Least 1 Dose
