Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,170056,116265,31.156203622099838,45.57088860069505,45.57088860069505,% At Least 1 Dose
Queens,Queens,Borough,Borough,823769,532927,29.29523643559752,45.282951742575875,45.282951742575875,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,751288,490862,35.47323057422811,54.2934927772993,54.2934927772993,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,779850,485239,24.447262894265286,39.29032490812318,39.29032490812318,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,400299,267972,25.002648864250215,37.34918326433544,37.34918326433544,% At Least 1 Dose
85+,85+,Age,Age,84100,69244,38.697202382948284,46.99951938660318,46.99951938660318,% At Least 1 Dose
75-84,75-84,Age,Age,231583,190922,49.89147656154586,60.51695360698335,60.51695360698335,% At Least 1 Dose
65-74,65-74,Age,Age,473102,381784,53.11444848670336,65.81876612942484,65.81876612942484,% At Least 1 Dose
55-64,55-64,Age,Age,552820,360268,36.065591545504944,55.341524415674,55.341524415674,% At Least 1 Dose
45-54,45-54,Age,Age,469162,280085,27.243316956638886,45.63446478751312,45.63446478751312,% At Least 1 Dose
35-44,35-44,Age,Age,455952,261267,22.980527853666004,40.104634859874075,40.104634859874075,% At Least 1 Dose
25-34,25-34,Age,Age,501658,274564,18.505370698504212,33.811305392805416,33.811305392805416,% At Least 1 Dose
18-24,18-24,Age,Age,156885,75131,10.661857619985627,22.263586704708377,22.263586704708377,% At Least 1 Dose
Male,Male,Sex,Sex,1311552,830702,26.724374762801894,42.19371949134871,42.19371949134871,% At Least 1 Dose
Female,Female,Sex,Sex,1580202,1038072,29.45479147963801,44.83746831212762,44.83746831212762,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,534635,312170,30.675816649230125,52.536647449342176,52.536647449342176,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,348580,227810,15.680266357144815,23.992920621454456,23.992920621454456,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,512976,314177,17.224707089044674,28.12383256479558,28.12383256479558,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,7608,4310,28.69328742610076,50.649311076049784,50.649311076049784,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,924608,628559,28.22932037275332,41.525227466651025,41.525227466651025,% At Least 1 Dose
