Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,215838,184229,38.69194758717444,45.330499450795244,45.330499450795244,% At Least 1 Dose
Queens,Queens,Borough,Borough,1199606,982394,43.30912602133974,52.884980394785885,52.884980394785885,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,977947,838743,52.049925524442045,60.68851664556547,60.68851664556547,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1093836,900155,35.16363705927337,42.72958780028701,42.72958780028701,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,559879,454457,31.981028464645256,39.39978091603192,39.39978091603192,% At Least 1 Dose
85+,85+,Age,Age,97163,86542,48.36423789245437,54.29981334316915,54.29981334316915,% At Least 1 Dose
75-84,75-84,Age,Age,261612,236969,61.92441577876286,68.36409091785721,68.36409091785721,% At Least 1 Dose
65-74,65-74,Age,Age,542196,489186,68.05639994713366,75.43124256568274,75.43124256568274,% At Least 1 Dose
55-64,55-64,Age,Age,703831,606369,60.70219025796432,70.45888439457374,70.45888439457374,% At Least 1 Dose
45-54,45-54,Age,Age,649636,540336,52.55741975144127,63.18881573252069,63.18881573252069,% At Least 1 Dose
35-44,35-44,Age,Age,657230,537264,47.25667733304248,57.808649087963296,57.808649087963296,% At Least 1 Dose
25-34,25-34,Age,Age,746409,608253,40.995714090256854,50.30730626629795,50.30730626629795,% At Least 1 Dose
18-24,18-24,Age,Age,301138,221592,31.446172069157267,42.73456336222374,42.73456336222374,% At Least 1 Dose
<18,<18,Age,Age,87891,33467,1.9638850125632343,5.15755274267772,5.15755274267772,% At Least 1 Dose
Male,Male,Sex,Sex,1856219,1528685,38.424216317341816,46.656937425538885,46.656937425538885,% At Least 1 Dose
Female,Female,Sex,Sex,2146653,1792255,41.122088590727905,49.25351294294162,49.25351294294162,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,765453,628404,50.9389271766039,62.048227929982914,62.048227929982914,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,488346,399937,21.904178222940793,26.746257081640966,26.746257081640966,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,798750,627957,25.91019933239533,32.95730713528278,32.95730713528278,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10606,8246,43.71289228159457,56.22349448685326,56.22349448685326,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1152463,1015431,37.86130077226642,42.9706678956113,42.9706678956113,% At Least 1 Dose
