Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,188681,138257,37.04952689270767,50.561937432773576,50.561937432773576,% At Least 1 Dose
Queens,Queens,Borough,Borough,995820,663550,36.47564138585723,54.74067245100497,54.74067245100497,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,853468,596422,43.10175797992568,61.677756990203605,61.677756990203605,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,925432,602786,30.369504122674794,46.62502270997532,46.62502270997532,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,460177,332768,31.048323919136383,42.93599311272846,42.93599311272846,% At Least 1 Dose
85+,85+,Age,Age,89768,75623,42.26212431121394,50.16709698331265,50.16709698331265,% At Least 1 Dose
75-84,75-84,Age,Age,245027,208960,54.60514211196521,64.03012134508279,64.03012134508279,% At Least 1 Dose
65-74,65-74,Age,Age,503971,423763,58.95463936170944,70.11331464464823,70.11331464464823,% At Least 1 Dose
55-64,55-64,Age,Age,623746,460441,46.09367758669613,62.44176131141963,62.44176131141963,% At Least 1 Dose
45-54,45-54,Age,Age,554308,367353,35.73170363986705,53.91644870521658,53.91644870521658,% At Least 1 Dose
35-44,35-44,Age,Age,551014,339644,29.874413539905674,48.466100099744395,48.466100099744395,% At Least 1 Dose
25-34,25-34,Age,Age,627481,357618,24.10313682222607,42.291664279614665,42.291664279614665,% At Least 1 Dose
18-24,18-24,Age,Age,228263,100381,14.245090971127459,32.39285522501736,32.39285522501736,% At Least 1 Dose
Male,Male,Sex,Sex,1549655,1035853,33.32425318727129,49.853691182938974,49.853691182938974,% At Least 1 Dose
Female,Female,Sex,Sex,1833161,1269634,36.02525135583922,52.015057725865546,52.015057725865546,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,646063,397494,39.060297476276,63.486273927192116,63.486273927192116,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,406412,277193,19.079320803898174,27.973523597471306,27.973523597471306,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,626160,401943,22.036464927387694,34.32912845585837,34.32912845585837,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8822,5422,36.09628872954021,58.731364657322715,58.731364657322715,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1037497,751656,33.7577507188701,46.59520458504365,46.59520458504365,% At Least 1 Dose
