Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,161806,108761,29.145313397352602,43.360088446888454,43.360088446888454,% At Least 1 Dose
Queens,Queens,Borough,Borough,759528,481470,26.466622045134024,41.75159513302294,41.75159513302294,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,696659,448918,32.442054432653855,50.34560699058225,50.34560699058225,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,717600,436542,21.993815497905892,36.1540516177075,36.1540516177075,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,376434,248097,23.148247485833913,35.12250206202575,35.12250206202575,% At Least 1 Dose
85+,85+,Age,Age,82062,66242,37.019526316377735,45.86057740669953,45.86057740669953,% At Least 1 Dose
75-84,75-84,Age,Age,226337,182847,47.781328578419334,59.146076044199226,59.146076044199226,% At Least 1 Dose
65-74,65-74,Age,Age,461076,363056,50.5089768292767,64.1456882699517,64.1456882699517,% At Least 1 Dose
55-64,55-64,Age,Age,524612,319183,31.952667753641467,52.51768714365539,52.51768714365539,% At Least 1 Dose
45-54,45-54,Age,Age,433715,250747,24.389667411415573,42.18660483013597,42.18660483013597,% At Least 1 Dose
35-44,35-44,Age,Age,413542,233705,20.556228923059603,36.374335257268406,36.374335257268406,% At Least 1 Dose
25-34,25-34,Age,Age,442420,243571,16.416469917415863,29.818716599525914,29.818716599525914,% At Least 1 Dose
18-24,18-24,Age,Age,128263,64437,9.144269601882229,18.201832052178414,18.201832052178414,% At Least 1 Dose
Male,Male,Sex,Sex,1210556,753517,24.241269068982856,38.944594108788,38.944594108788,% At Least 1 Dose
Female,Female,Sex,Sex,1470993,949010,26.92770025787351,41.73871569891796,41.73871569891796,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,324900,207439,14.27812112224996,22.363015405102278,22.363015405102278,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,470157,281041,15.408030839342807,25.776287286669547,25.776287286669547,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,479139,274806,27.11173201861026,47.27075889050786,47.27075889050786,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,7071,3882,25.843930809309317,47.07430055451473,47.07430055451473,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,863416,575442,25.843773733154592,38.77702312585005,38.77702312585005,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3811,2263,56.062799834741604,94.4124304773311,94.4124304773311,% At Least 1 Dose
