Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,185641,133501,35.77503410101019,49.74729107306787,49.74729107306787,% At Least 1 Dose
Queens,Queens,Borough,Borough,954191,630990,34.68580356877711,52.45230763260116,52.45230763260116,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,834733,568695,41.09800485963602,60.3238306834042,60.3238306834042,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,897262,573496,28.893818264421377,45.20576457999926,45.20576457999926,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,448158,320977,29.948185722763725,41.81458178356189,41.81458178356189,% At Least 1 Dose
85+,85+,Age,Age,88578,74365,41.55908750516939,49.50206216678403,49.50206216678403,% At Least 1 Dose
75-84,75-84,Age,Age,242317,205735,53.76238951189302,63.321947842386464,63.321947842386464,% At Least 1 Dose
65-74,65-74,Age,Age,497805,416117,57.89091465577799,69.25549009105507,69.25549009105507,% At Least 1 Dose
55-64,55-64,Age,Age,608961,441101,44.15759516891252,60.96166934932394,60.96166934932394,% At Least 1 Dose
45-54,45-54,Age,Age,536086,345390,33.595405836276505,52.144030612195266,52.144030612195266,% At Least 1 Dose
35-44,35-44,Age,Age,530268,317258,27.90538531769557,46.641323029344555,46.641323029344555,% At Least 1 Dose
25-34,25-34,Age,Age,602434,333522,22.47908773949433,40.603518638214354,40.603518638214354,% At Least 1 Dose
18-24,18-24,Age,Age,213536,94171,13.36382843209416,30.302943242353365,30.302943242353365,% At Least 1 Dose
Male,Male,Sex,Sex,1499227,985077,31.690747004601654,48.23138044992211,48.23138044992211,% At Least 1 Dose
Female,Female,Sex,Sex,1781742,1215348,34.48491233285851,50.55606844276041,50.55606844276041,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,621471,373962,36.74789296146137,61.06970704684529,61.06970704684529,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,392849,265876,18.300366524613647,27.039976112277703,27.039976112277703,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,600351,381270,20.90307079079647,32.914153886551404,32.914153886551404,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8619,5233,34.83804480296642,57.37991747692865,57.37991747692865,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1013436,717411,32.21976768757958,45.514596913387024,45.514596913387024,% At Least 1 Dose
