Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,213379,184787,49.51843976017686,57.180403153829964,57.180403153829964,% At Least 1 Dose
Queens,Queens,Borough,Borough,1191197,996356,54.77013661163013,65.48063385111745,65.48063385111745,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,962056,844017,60.99475952420087,69.52510952837987,69.52510952837987,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1087378,912474,45.97217404656638,54.784169927479866,54.784169927479866,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,556970,461015,43.01418120606747,51.96709110624036,51.96709110624036,% At Least 1 Dose
85+,85+,Age,Age,97708,87421,48.855469492226355,54.60438811208351,54.60438811208351,% At Least 1 Dose
75-84,75-84,Age,Age,262959,239028,62.462470849630655,68.71608712011992,68.71608712011992,% At Least 1 Dose
65-74,65-74,Age,Age,545377,493817,68.7006726535381,75.8737887714855,75.8737887714855,% At Least 1 Dose
55-64,55-64,Age,Age,710950,617206,61.78705712257243,71.17155092674548,71.17155092674548,% At Least 1 Dose
45-54,45-54,Age,Age,658670,553716,53.858866029820426,64.06753514050854,64.06753514050854,% At Least 1 Dose
35-44,35-44,Age,Age,668026,551872,48.5415680803866,58.75824386536793,58.75824386536793,% At Least 1 Dose
25-34,25-34,Age,Age,758069,624481,42.08946693365703,51.09317995091997,51.09317995091997,% At Least 1 Dose
18-24,18-24,Age,Age,309221,231108,32.796589834284624,43.8816237652843,43.8816237652843,% At Least 1 Dose
Male,Male,Sex,Sex,1838820,1548732,49.82399750469327,59.15636991524684,59.15636991524684,% At Least 1 Dose
Female,Female,Sex,Sex,2128207,1810608,51.37512724682336,60.386845431247515,60.386845431247515,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,761428,637991,62.69306768702623,74.82277515324981,74.82277515324981,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,490144,407514,28.04937476083364,33.73683540387335,33.73683540387335,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,805674,646501,35.44432074204818,44.17095668766007,44.17095668766007,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10356,8272,55.06980825724025,68.94377832591636,68.94377832591636,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1145205,1022719,45.93150730846572,51.432496929451275,51.432496929451275,% At Least 1 Dose
