Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,217999,186320,39.13110137080667,45.784354700163604,45.784354700163604,% At Least 1 Dose
Queens,Queens,Borough,Borough,1215900,1000882,44.124174893668496,53.603306137198516,53.603306137198516,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,986375,849060,52.69016822290351,61.211533555775155,61.211533555775155,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1108356,915475,35.762097235296466,43.29679679218357,43.29679679218357,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,568149,463107,32.58974589273896,39.981757000463716,39.981757000463716,% At Least 1 Dose
85+,85+,Age,Age,97617,87299,48.7872894522125,54.55353250846662,54.55353250846662,% At Least 1 Dose
75-84,75-84,Age,Age,262752,238656,62.36526031715721,68.6619941625339,68.6619941625339,% At Least 1 Dose
65-74,65-74,Age,Age,544721,492872,68.56920262383562,75.7825249201788,75.7825249201788,% At Least 1 Dose
55-64,55-64,Age,Age,709378,614599,61.52607641610077,71.01418166300422,71.01418166300422,% At Least 1 Dose
45-54,45-54,Age,Age,656507,550058,53.50305956597058,63.85714438564052,63.85714438564052,% At Least 1 Dose
35-44,35-44,Age,Age,665518,547876,48.19008783487817,58.53764515272151,58.53764515272151,% At Least 1 Dose
25-34,25-34,Age,Age,755368,619994,41.78704710321972,50.91113494044277,50.91113494044277,% At Least 1 Dose
18-24,18-24,Age,Age,307317,228452,32.41967625881402,43.61142668407346,43.61142668407346,% At Least 1 Dose
<18,<18,Age,Age,97601,35038,2.0560732384196556,5.7273475695815055,5.7273475695815055,% At Least 1 Dose
Male,Male,Sex,Sex,1880365,1555647,39.101918865838186,47.26385848985137,47.26385848985137,% At Least 1 Dose
Female,Female,Sex,Sex,2172198,1819953,41.75760061875181,49.83962583036564,49.83962583036564,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,774028,639376,51.828326208089535,62.74332423831224,62.74332423831224,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,495199,407796,22.334608357322185,27.121589529906103,27.121589529906103,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,814706,644983,26.612710895819834,33.61566931700494,33.61566931700494,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10785,8423,44.65118744698897,57.17239185750637,57.17239185750637,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1159229,1024947,38.216113790727434,43.222944575193814,43.222944575193814,% At Least 1 Dose
