Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,204618,168479,35.38411779654432,42.97406451423207,42.97406451423207,% At Least 1 Dose
Queens,Queens,Borough,Borough,1123201,855885,37.73193985791278,49.516643685013165,49.516643685013165,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,926666,761331,47.2459643173761,57.50616849980579,57.50616849980579,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1025255,786314,30.716554494087667,40.05054097705986,40.05054097705986,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,517644,402444,28.320771864941445,36.42762131192352,36.42762131192352,% At Least 1 Dose
85+,85+,Age,Age,94674,82722,46.22942024611877,52.90882875632901,52.90882875632901,% At Least 1 Dose
75-84,75-84,Age,Age,255448,227302,59.398248527631694,66.75332284751767,66.75332284751767,% At Least 1 Dose
65-74,65-74,Age,Age,527655,465740,64.79455199326641,73.40827356895906,73.40827356895906,% At Least 1 Dose
55-64,55-64,Age,Age,673218,551282,55.18755881285337,67.39428816625886,67.39428816625886,% At Least 1 Dose
45-54,45-54,Age,Age,613011,475167,46.21855932425952,59.62637403254782,59.62637403254782,% At Least 1 Dose
35-44,35-44,Age,Age,616026,466430,41.02625898711063,54.18442685674981,54.18442685674981,% At Least 1 Dose
25-34,25-34,Age,Age,701989,517840,34.90195787690091,47.31343756381854,47.31343756381854,% At Least 1 Dose
18-24,18-24,Age,Age,272237,167595,23.783445286519424,38.633215755041554,38.633215755041554,% At Least 1 Dose
<18,<18,Age,Age,43126,20375,1.1956302366801894,2.530687096297907,2.530687096297907,% At Least 1 Dose
Male,Male,Sex,Sex,1732575,1338921,33.654408943524416,43.54908734370946,43.54908734370946,% At Least 1 Dose
Female,Female,Sex,Sex,2021447,1600686,36.726666405136484,46.38074527088006,46.38074527088006,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,724104,541739,43.91379346682424,58.69644515994105,58.69644515994105,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,456897,350626,19.203460529025417,25.02382454618347,25.02382454618347,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,724108,529834,21.861535985872198,29.877495781052076,29.877495781052076,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9889,7262,38.49660729431722,52.42260390161153,52.42260390161153,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1113666,937952,34.9724233177329,41.52408522671344,41.52408522671344,% At Least 1 Dose
