Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,148365,0.1095668356589777,0.1095668356589777
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2285,0.0016874614597834,0.0016874614597834
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,3927,0.0029000705262886,0.0029000705262886
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,172690,0.1275307306301949,0.1275307306301949
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,265426,0.196015818566507,0.196015818566507
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,278331,0.2055460987146492,0.2055460987146492
18 to 64 years,18 to 64 years,White,White,NYC,NYC,483081,0.3567529844435993,0.3567529844435993
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,35640,0.1111759256082078,0.1111759256082078
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,549,0.0017125584500254,0.0017125584500254
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,797,0.0024861731961207,0.0024861731961207
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,25594,0.0798382895627517,0.0798382895627517
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,36731,0.1145792066081673,0.1145792066081673
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,43038,0.1342533525905176,0.1342533525905176
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,178224,0.5559544939842096,0.5559544939842096
65+ years,65+ years,Other,Other,NYC,NYC,68374,0.1099668848077019,0.1099668848077019
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,807,0.0012979096738499,0.0012979096738499
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1733,0.0027872087543766,0.0027872087543766
65+ years,65+ years,Black,Black,NYC,NYC,98000,0.1576148054985051,0.1576148054985051
65+ years,65+ years,Latino,Latino,NYC,NYC,106679,0.1715733656711737,0.1715733656711737
65+ years,65+ years,Asian,Asian,NYC,NYC,100938,0.1623400330347766,0.1623400330347766
65+ years,65+ years,White,White,NYC,NYC,245238,0.3944197925596162,0.3944197925596162
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,15808,0.1202641429049633,0.1202641429049633
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,131,0.0009966221356623,0.0009966221356623
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,319,0.0024268890173762,0.0024268890173762
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,7280,0.0553848026536015,0.0553848026536015
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,8274,0.0629469584005356,0.0629469584005356
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,11443,0.0870560847204893,0.0870560847204893
65+ years,65+ years,White,White,Non- NYC,Non- NYC,88189,0.6709245001673718,0.6709245001673718
%all%,All,Other,Other,NYC,NYC,216739,0.1096927233214264,0.1096927233214264
%all%,All,NH/PI,NH/PI,NYC,NYC,3092,0.0015648771126094,0.0015648771126094
%all%,All,AI/AN,AI/AN,NYC,NYC,5660,0.0028645551285153,0.0028645551285153
%all%,All,Black,Black,NYC,NYC,270690,0.1369976020738165,0.1369976020738165
%all%,All,Latino,Latino,NYC,NYC,372105,0.1883242554940244,0.1883242554940244
%all%,All,Asian,Asian,NYC,NYC,379269,0.1919499927626964,0.1919499927626964
%all%,All,White,White,NYC,NYC,728319,0.3686059941069117,0.3686059941069117
%all%,All,Other,Other,Non- NYC,Non- NYC,51448,0.1138187280566881,0.1138187280566881
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,680,0.0015043681985412,0.0015043681985412
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1116,0.002468933690547,0.002468933690547
%all%,All,Black,Black,Non- NYC,Non- NYC,32874,0.07272735317477,0.07272735317477
%all%,All,Latino,Latino,Non- NYC,Non- NYC,45005,0.0995648393755102,0.0995648393755102
%all%,All,Asian,Asian,Non- NYC,Non- NYC,54481,0.1205286526834168,0.1205286526834168
%all%,All,White,White,Non- NYC,Non- NYC,266413,0.5893871248205268,0.5893871248205268
