Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,201154,165300,44.29639580899757,53.90439928955292,53.90439928955292,% At Least 1 Dose
Queens,Queens,Borough,Borough,1103283,837062,46.01367392016943,60.64796180410327,60.64796180410327,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,913552,745714,53.890675310840805,66.01986044457962,66.01986044457962,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1010267,770037,38.79592732099308,50.89917121748398,50.89917121748398,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,509922,396315,36.9774632597261,47.57736149357469,47.57736149357469,% At Least 1 Dose
85+,85+,Age,Age,94530,82496,46.10311951625703,52.82835395500117,52.82835395500117,% At Least 1 Dose
75-84,75-84,Age,Age,255050,226624,59.22107449263977,66.6493180305165,66.6493180305165,% At Least 1 Dose
65-74,65-74,Age,Age,526729,463891,64.5373159245681,73.27944685202307,73.27944685202307,% At Least 1 Dose
55-64,55-64,Age,Age,671109,546547,54.713548975821034,67.18316108150675,67.18316108150675,% At Least 1 Dose
45-54,45-54,Age,Age,610174,468537,45.57367226703576,59.35042462359703,59.35042462359703,% At Least 1 Dose
35-44,35-44,Age,Age,612784,458397,40.319692217298524,53.89926695786635,53.89926695786635,% At Least 1 Dose
25-34,25-34,Age,Age,698022,506432,34.13306876933934,47.04606527334722,47.04606527334722,% At Least 1 Dose
18-24,18-24,Age,Age,269780,161504,22.919070065061806,38.2845423156849,38.2845423156849,% At Least 1 Dose
Male,Male,Sex,Sex,1703817,1309950,42.14218181794717,54.81321103745126,54.81321103745126,% At Least 1 Dose
Female,Female,Sex,Sex,1991357,1570068,44.54992095813421,56.50379279714463,56.50379279714463,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,712764,527075,51.79375359705599,70.0407399114965,70.0407399114965,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,451702,345537,23.783469541498388,31.090854984658385,31.090854984658385,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,713514,519253,28.46796815205351,39.11829845575145,39.11829845575145,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9603,7020,46.73477441559799,63.93077474543981,63.93077474543981,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1104025,923573,41.478744405258546,49.58305493124589,49.58305493124589,% At Least 1 Dose
