Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,191378,144740,38.78681384993533,51.284668101236164,51.284668101236164,% At Least 1 Dose
Queens,Queens,Borough,Borough,1023727,696833,38.30522283751195,56.274732769225324,56.274732769225324,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,870886,632615,45.71732535766736,62.936507372473784,62.936507372473784,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,946829,635360,32.01064414134147,47.703044229574104,47.703044229574104,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,471903,346174,32.299146806132555,44.03006660019058,44.03006660019058,% At Least 1 Dose
85+,85+,Age,Age,91175,77840,43.50110093999039,50.95340285462003,50.95340285462003,% At Least 1 Dose
75-84,75-84,Age,Age,247723,214231,55.98255264064137,64.73463638687959,64.73463638687959,% At Least 1 Dose
65-74,65-74,Age,Age,509708,434836,60.49513421768368,70.9114559784082,70.9114559784082,% At Least 1 Dose
55-64,55-64,Age,Age,635551,483359,48.38794526253712,63.62353240459107,63.62353240459107,% At Least 1 Dose
45-54,45-54,Age,Age,568104,389842,37.919164428691346,55.258358485225465,55.258358485225465,% At Least 1 Dose
35-44,35-44,Age,Age,566740,362817,31.912664723380825,49.84932791277379,49.84932791277379,% At Least 1 Dose
25-34,25-34,Age,Age,646557,383925,25.87620534892859,43.57736980344396,43.57736980344396,% At Least 1 Dose
18-24,18-24,Age,Age,239165,108872,15.450050748733213,33.93996057132026,33.93996057132026,% At Least 1 Dose
Male,Male,Sex,Sex,1589003,1092530,35.14759945155298,51.119549093677996,51.119549093677996,% At Least 1 Dose
Female,Female,Sex,Sex,1874475,1334244,37.858528891019255,53.187322515966585,53.187322515966585,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,664279,422290,41.496910698668636,65.27629435222455,65.27629435222455,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,417382,291854,20.088444130627025,28.728593708256078,28.728593708256078,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,644995,424745,23.28658117092047,35.36175451703457,35.36175451703457,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9073,5907,39.32511573688566,60.402365850814896,60.402365850814896,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1058231,793235,35.62511227407607,47.52639279268791,47.52639279268791,% At Least 1 Dose
