Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,212965,184138,49.34452348141074,57.06946118247531,57.06946118247531,% At Least 1 Dose
Queens,Queens,Borough,Borough,1186945,989417,54.38869666652205,65.24689950227761,65.24689950227761,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,960138,840636,60.7504240641908,69.38650100655221,69.38650100655221,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1083738,906935,45.693108701094694,54.600779810578445,54.600779810578445,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,555392,458680,42.79631820135793,51.81985863453515,51.81985863453515,% At Least 1 Dose
85+,85+,Age,Age,97617,87299,48.7872894522125,54.55353250846662,54.55353250846662,% At Least 1 Dose
75-84,75-84,Age,Age,262752,238656,62.36526031715721,68.6619941625339,68.6619941625339,% At Least 1 Dose
65-74,65-74,Age,Age,544721,492872,68.56920262383562,75.7825249201788,75.7825249201788,% At Least 1 Dose
55-64,55-64,Age,Age,709378,614599,61.52607641610077,71.01418166300422,71.01418166300422,% At Least 1 Dose
45-54,45-54,Age,Age,656507,550058,53.50305956597058,63.85714438564052,63.85714438564052,% At Least 1 Dose
35-44,35-44,Age,Age,665518,547876,48.19008783487817,58.53764515272151,58.53764515272151,% At Least 1 Dose
25-34,25-34,Age,Age,755368,619994,41.78704710321972,50.91113494044277,50.91113494044277,% At Least 1 Dose
18-24,18-24,Age,Age,307317,228452,32.41967625881402,43.61142668407346,43.61142668407346,% At Least 1 Dose
Male,Male,Sex,Sex,1832777,1538980,49.51026754775704,58.96196157544315,58.96196157544315,% At Least 1 Dose
Female,Female,Sex,Sex,2122463,1801733,51.12330340957336,60.223862206327624,60.223862206327624,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,759025,633342,62.23622727442325,74.58664103591599,74.58664103591599,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,488507,405433,27.906138580291884,33.62415994613819,33.62415994613819,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,801560,640510,35.115865062063754,43.94540725226433,43.94540725226433,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10320,8225,54.75691161941503,68.70411281609277,68.70411281609277,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1143896,1019729,45.79722290888743,51.37370820736166,51.37370820736166,% At Least 1 Dose
