Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,179279,123925,26.02684487643418,37.652343938690684,37.652343938690684,% At Least 1 Dose
Queens,Queens,Borough,Borough,879524,573897,25.300416631482697,38.77407206761525,38.77407206761525,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,794514,522475,32.423262952278414,49.305203772939436,49.305203772939436,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,830077,520583,20.336043982678216,32.42611145774946,32.42611145774946,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,423186,295869,20.820880547127953,29.780426997140253,29.780426997140253,% At Least 1 Dose
85+,85+,Age,Age,85650,71652,40.04291989404151,47.865741206451396,47.865741206451396,% At Least 1 Dose
75-84,75-84,Age,Age,235577,198115,51.77114150800147,61.560660237894474,61.560660237894474,% At Least 1 Dose
65-74,65-74,Age,Age,482691,398447,55.4326337829283,67.15280434616258,67.15280434616258,% At Least 1 Dose
55-64,55-64,Age,Age,575288,397015,39.74424824696794,57.59074363815395,57.59074363815395,% At Least 1 Dose
45-54,45-54,Age,Age,496481,305882,29.752540397845706,48.2917301745864,48.2917301745864,% At Least 1 Dose
35-44,35-44,Age,Age,486295,282450,24.843742578542113,42.77354504242215,42.77354504242215,% At Least 1 Dose
25-34,25-34,Age,Age,544301,296606,19.990981998370287,36.68540586736258,36.68540586736258,% At Least 1 Dose
18-24,18-24,Age,Age,181018,83718,11.880440779837306,25.688306327009595,25.688306327009595,% At Least 1 Dose
<18,<18,Age,Age,19279,2864,0.1680630673792424,1.131315599163552,1.131315599163552,% At Least 1 Dose
Male,Male,Sex,Sex,1397875,896404,22.53153606120978,35.13624545580299,35.13624545580299,% At Least 1 Dose
Female,Female,Sex,Sex,1673442,1114988,25.582651639191145,38.39600401474394,38.39600401474394,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,574872,339251,27.49995541656331,46.599580753573555,46.599580753573555,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,367855,244805,13.407742594126127,20.147076865105966,20.147076865105966,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,550238,343792,14.185237602069655,22.703427559942067,22.703427559942067,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8178,4743,25.143129770992367,43.35241730279898,43.35241730279898,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,965253,664182,24.76465113781779,35.99036680417722,35.99036680417722,% At Least 1 Dose
