Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,218549,186992,39.272235441873555,45.8998662166618,45.8998662166618,% At Least 1 Dose
Queens,Queens,Borough,Borough,1221485,1008116,44.44308789358337,53.849522491155454,53.849522491155454,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,988803,852565,52.9076782217508,61.36220809991244,61.36220809991244,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1112841,921169,35.98452753831706,43.471998743192934,43.471998743192934,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,570203,465553,32.76187569957332,40.12630100015209,40.12630100015209,% At Least 1 Dose
85+,85+,Age,Age,97708,87421,48.855469492226355,54.60438811208351,54.60438811208351,% At Least 1 Dose
75-84,75-84,Age,Age,262959,239028,62.462470849630655,68.71608712011992,68.71608712011992,% At Least 1 Dose
65-74,65-74,Age,Age,545377,493817,68.7006726535381,75.8737887714855,75.8737887714855,% At Least 1 Dose
55-64,55-64,Age,Age,710950,617206,61.78705712257243,71.17155092674548,71.17155092674548,% At Least 1 Dose
45-54,45-54,Age,Age,658670,553716,53.858866029820426,64.06753514050854,64.06753514050854,% At Least 1 Dose
35-44,35-44,Age,Age,668026,551872,48.5415680803866,58.75824386536793,58.75824386536793,% At Least 1 Dose
25-34,25-34,Age,Age,758069,624481,42.08946693365703,51.09317995091997,51.09317995091997,% At Least 1 Dose
18-24,18-24,Age,Age,309221,231108,32.796589834284624,43.8816237652843,43.8816237652843,% At Least 1 Dose
<18,<18,Age,Age,100901,35746,2.0976195553555854,5.920995656994739,5.920995656994739,% At Least 1 Dose
Male,Male,Sex,Sex,1888036,1565734,39.35546035410623,47.45667268202983,47.45667268202983,% At Least 1 Dose
Female,Female,Sex,Sex,2179590,1829191,41.96956033118176,50.009230311236195,50.009230311236195,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,777120,644171,52.217012715196134,62.99396421328066,62.99396421328066,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,497120,409939,22.451978477945588,27.226800916615186,27.226800916615186,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,819334,651095,26.86489876588037,33.806625708143706,33.806625708143706,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,10842,8474,44.921543681085666,57.474554707379134,57.474554707379134,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1160858,1028012,38.330395201150196,43.283683373751295,43.283683373751295,% At Least 1 Dose
