Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,166740,113613,23.86110895256257,35.01889138347094,35.01889138347094,% At Least 1 Dose
Queens,Queens,Borough,Borough,788576,506435,22.32633468508276,34.764602961137804,34.764602961137804,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,719923,467913,29.037305589338153,44.67630553498853,44.67630553498853,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,744920,458383,17.90626441684033,29.09954009942057,29.09954009942057,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,388414,258354,18.180876580083396,27.333453308160554,27.333453308160554,% At Least 1 Dose
85+,85+,Age,Age,83158,67830,37.90698454213191,46.473080061250265,46.473080061250265,% At Least 1 Dose
75-84,75-84,Age,Age,228964,187093,48.890887505522144,59.83256010013401,59.83256010013401,% At Least 1 Dose
65-74,65-74,Age,Age,466935,372638,51.84204119394257,64.96080245410712,64.96080245410712,% At Least 1 Dose
55-64,55-64,Age,Age,536773,339149,33.951417575434,53.73509656881912,53.73509656881912,% At Least 1 Dose
45-54,45-54,Age,Age,448244,263905,25.669520186521176,43.599812078160696,43.599812078160696,% At Least 1 Dose
35-44,35-44,Age,Age,429742,245787,21.618937713408144,37.79925517149175,37.79925517149175,% At Least 1 Dose
25-34,25-34,Age,Age,464128,256463,17.28537931211115,31.281816594875377,31.281816594875377,% At Least 1 Dose
18-24,18-24,Age,Age,140092,69642,9.882912358028497,19.880488183293533,19.880488183293533,% At Least 1 Dose
<18,<18,Age,Age,10537,2191,0.1285705937946648,0.6183242112343146,0.6183242112343146,% At Least 1 Dose
Male,Male,Sex,Sex,1256335,790765,19.876250120975087,31.578570998634532,31.578570998634532,% At Least 1 Dose
Female,Female,Sex,Sex,1521068,992045,22.761806983932903,34.89988480909319,34.89988480909319,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,335541,217095,11.890091617703117,18.37726908263996,18.37726908263996,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,489583,297796,12.287391844330104,20.200735272880312,20.200735272880312,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,502271,292212,23.784183272315275,40.88163907152706,40.88163907152706,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,7373,4073,21.59139100932994,39.08502968617473,39.08502968617473,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,887758,599019,22.334987337694297,33.10089277458113,33.10089277458113,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3958,2373,47.045995241868916,78.46946867564989,78.46946867564989,% At Least 1 Dose
