Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,186874,135518,36.31554124164388,50.077705205145875,50.077705205145875,% At Least 1 Dose
Queens,Queens,Borough,Borough,967413,642166,35.3001533059911,53.17912690832085,53.17912690832085,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,841065,577399,41.7270187146871,60.78142670019917,60.78142670019917,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,906118,583895,29.417739645096603,45.65194668859237,45.65194668859237,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,452500,325594,30.378966661840355,42.21970433878622,42.21970433878622,% At Least 1 Dose
85+,85+,Age,Age,88891,74798,41.80107076193989,49.67698308911467,49.67698308911467,% At Least 1 Dose
75-84,75-84,Age,Age,243228,206964,54.08355011514533,63.560009119492136,63.560009119492136,% At Least 1 Dose
65-74,65-74,Age,Age,499932,419148,58.312592602897816,69.55140199917909,69.55140199917909,% At Least 1 Dose
55-64,55-64,Age,Age,614002,448429,44.891184204978615,61.46631213464179,61.46631213464179,% At Least 1 Dose
45-54,45-54,Age,Age,542255,353208,34.35584731642361,52.74407710631493,52.74407710631493,% At Least 1 Dose
35-44,35-44,Age,Age,537257,324454,28.5383312252728,47.25606162690671,47.25606162690671,% At Least 1 Dose
25-34,25-34,Age,Age,610108,341266,23.00102648852631,41.12073944917399,41.12073944917399,% At Least 1 Dose
18-24,18-24,Age,Age,218297,96305,13.666664866602543,30.978577855612226,30.978577855612226,% At Least 1 Dose
Male,Male,Sex,Sex,1515739,1002614,32.25492689127011,48.76258523344663,48.76258523344663,% At Least 1 Dose
Female,Female,Sex,Sex,1798771,1234444,35.0267521070699,51.03925809059482,51.03925809059482,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,629030,381768,37.51496034386163,61.8125026327489,61.8125026327489,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,397243,270165,18.595580353707163,27.34241713933224,27.34241713933224,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,609945,389385,21.34797445346942,33.44014350327158,33.44014350327158,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8683,5304,35.310718447340705,57.80598949439278,57.80598949439278,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1020778,728427,32.714509141009174,45.8443347266659,45.8443347266659,% At Least 1 Dose
