Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,201623,161226,33.86083592534176,42.345051801664624,42.345051801664624,% At Least 1 Dose
Queens,Queens,Borough,Borough,1103244,810076,35.7124367319658,48.63683351922645,48.63683351922645,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,915194,726049,45.05646709074844,56.79424989587538,56.79424989587538,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1008039,744031,29.06481222105996,39.378015494656886,39.378015494656886,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,508445,386101,27.170682971607867,35.78026967943404,35.78026967943404,% At Least 1 Dose
85+,85+,Age,Age,94048,81706,45.66162581452794,52.55898691166772,52.55898691166772,% At Least 1 Dose
75-84,75-84,Age,Age,253785,224366,58.63101701327138,66.31874995637965,66.31874995637965,% At Least 1 Dose
65-74,65-74,Age,Age,523747,458283,63.75712129327545,72.86458586940633,72.86458586940633,% At Least 1 Dose
55-64,55-64,Age,Age,664712,533547,53.41214921205749,66.54277229006095,66.54277229006095,% At Least 1 Dose
45-54,45-54,Age,Age,602414,451628,43.92896710103328,58.595624689350224,58.595624689350224,% At Least 1 Dose
35-44,35-44,Age,Age,604157,438090,38.53352871741375,53.140453124532726,53.140453124532726,% At Least 1 Dose
25-34,25-34,Age,Age,688701,477827,32.20511707563327,46.417838119456846,46.417838119456846,% At Least 1 Dose
18-24,18-24,Age,Age,263965,146790,20.831002915410284,37.45933431818432,37.45933431818432,% At Least 1 Dose
<18,<18,Age,Age,41016,15246,0.8946541638491372,2.406869682830658,2.406869682830658,% At Least 1 Dose
Male,Male,Sex,Sex,1702500,1268569,31.88607834149873,42.793138076369196,42.793138076369196,% At Least 1 Dose
Female,Female,Sex,Sex,1991369,1525404,34.99937142016661,45.69062573954557,45.69062573954557,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,711290,504595,40.902871335444146,57.65773214595481,57.65773214595481,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,448268,334467,18.318447099649042,24.55122222660375,24.55122222660375,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,704800,498121,20.553022582202434,29.080826377398814,29.080826377398814,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9741,6766,35.86726039016116,51.63804071246819,51.63804071246819,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1101905,898904,33.51648187754104,41.08556526978616,41.08556526978616,% At Least 1 Dose
