Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,183037,128947,27.08157003253224,38.44160262778199,38.44160262778199,% At Least 1 Dose
Queens,Queens,Borough,Borough,928634,603243,26.594143600725424,40.93910074135307,40.93910074135307,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,822327,545747,33.86745487615118,51.03119681086798,51.03119681086798,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,871691,544575,21.27326699463292,34.051719928051355,34.051719928051355,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,436349,307860,21.66471068357554,30.70673306719776,30.70673306719776,% At Least 1 Dose
85+,85+,Age,Age,86988,73007,40.800165420424946,48.61348623545585,48.61348623545585,% At Least 1 Dose
75-84,75-84,Age,Age,238832,201879,52.754744852705905,62.41125239703712,62.41125239703712,% At Least 1 Dose
65-74,65-74,Age,Age,490365,407262,56.65899178486208,68.22042446038151,68.22042446038151,% At Least 1 Dose
55-64,55-64,Age,Age,592848,418784,41.923492205227056,59.3486343959761,59.3486343959761,% At Least 1 Dose
45-54,45-54,Age,Age,518196,324007,31.515523491688935,50.40390550605153,50.40390550605153,% At Least 1 Dose
35-44,35-44,Age,Age,511085,298293,26.2372614798409,44.95402434326145,44.95402434326145,% At Least 1 Dose
25-34,25-34,Age,Age,579896,314596,21.203492082962917,39.084477377149945,39.084477377149945,% At Least 1 Dose
18-24,18-24,Age,Age,199479,89336,12.677692461687398,28.308111114947394,28.308111114947394,% At Least 1 Dose
<18,<18,Age,Age,24349,3208,0.1882494134611067,1.4288294789166103,1.4288294789166103,% At Least 1 Dose
Male,Male,Sex,Sex,1461796,939391,23.612034520234086,36.74292984874255,36.74292984874255,% At Least 1 Dose
Female,Female,Sex,Sex,1741961,1164259,26.7131416793661,39.96812650186105,39.96812650186105,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,603002,355109,28.7854174874072,48.879820888069624,48.879820888069624,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,380020,252797,13.845457015041779,20.81334262216789,20.81334262216789,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,577042,362001,14.936561051993117,23.80939020213815,23.80939020213815,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8478,4991,26.457803223070396,44.94274809160305,44.94274809160305,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,993867,687805,25.645456931754794,37.05726673169335,37.05726673169335,% At Least 1 Dose
