Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,162471,108863,22.86350949189634,34.12231199450585,34.12231199450585,% At Least 1 Dose
Queens,Queens,Borough,Borough,761639,481968,21.247699853880494,33.57707745951949,33.57707745951949,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,699457,449669,27.905136568234045,43.406245724315625,43.406245724315625,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,719367,437022,17.071818736681756,28.101338214438965,28.101338214438965,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,377344,248316,17.474482875666677,26.554435744114624,26.554435744114624,% At Least 1 Dose
85+,85+,Age,Age,82062,66242,37.019526316377735,45.86057740669953,45.86057740669953,% At Least 1 Dose
75-84,75-84,Age,Age,226337,182847,47.781328578419334,59.146076044199226,59.146076044199226,% At Least 1 Dose
65-74,65-74,Age,Age,461076,363056,50.5089768292767,64.1456882699517,64.1456882699517,% At Least 1 Dose
55-64,55-64,Age,Age,524612,319183,31.952667753641467,52.51768714365539,52.51768714365539,% At Least 1 Dose
45-54,45-54,Age,Age,433715,250747,24.389667411415573,42.18660483013597,42.18660483013597,% At Least 1 Dose
35-44,35-44,Age,Age,413542,233705,20.556228923059603,36.374335257268406,36.374335257268406,% At Least 1 Dose
25-34,25-34,Age,Age,442420,243571,16.416469917415863,29.818716599525914,29.818716599525914,% At Least 1 Dose
18-24,18-24,Age,Age,128263,64437,9.144269601882229,18.201832052178414,18.201832052178414,% At Least 1 Dose
<18,<18,Age,Age,8251,2050,0.1202965391506449,0.484178899771693,0.484178899771693,% At Least 1 Dose
Male,Male,Sex,Sex,1214488,754541,18.965742847155177,30.526726975678987,30.526726975678987,% At Least 1 Dose
Female,Female,Sex,Sex,1475279,950024,21.797663329893172,33.84928692292139,33.84928692292139,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,325361,207557,11.367704211960689,17.819719932875024,17.819719932875024,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,470981,281224,11.603612822300802,19.43319620892973,19.43319620892973,% At Least 1 Dose
Asian,Asian,Race/ethnicity,Race/ ethnicity,480144,275039,22.38641117761872,39.080643139578605,39.080643139578605,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,7115,3890,20.621289228159455,37.71734520780322,37.71734520780322,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,865067,575913,21.473458375466446,32.25483747803858,32.25483747803858,% At Least 1 Dose
NH/PI,NH/PI,Race/ethnicity,Race/ ethnicity,3819,2266,44.92466296589758,75.71371927041609,75.71371927041609,% At Least 1 Dose
