Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,180489,126216,26.508002847883933,37.90646927498671,37.90646927498671,% At Least 1 Dose
Queens,Queens,Borough,Borough,891250,585039,25.791614951229935,39.291016197695676,39.291016197695676,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,800688,528746,32.81242278188507,49.68834406762792,49.68834406762792,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,840087,528858,20.659298418487033,32.81714189913269,32.81714189913269,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,426673,299916,21.105675857127398,30.025814011216866,30.025814011216866,% At Least 1 Dose
85+,85+,Age,Age,85982,72130,40.31005152622696,48.051280331735015,48.051280331735015,% At Least 1 Dose
75-84,75-84,Age,Age,236395,199515,52.1369875979553,61.774418881881786,61.774418881881786,% At Least 1 Dose
65-74,65-74,Age,Age,484570,401780,55.8963264908631,67.41421406659747,67.41421406659747,% At Least 1 Dose
55-64,55-64,Age,Age,579749,405144,40.5580235300167,58.03732397247312,58.03732397247312,% At Least 1 Dose
45-54,45-54,Age,Age,501915,311823,30.33040978049523,48.82028466462469,48.82028466462469,% At Least 1 Dose
35-44,35-44,Age,Age,492182,287589,25.29575884022074,43.291353902609366,43.291353902609366,% At Least 1 Dose
25-34,25-34,Age,Age,552232,302140,20.36396870254681,37.219948250959256,37.219948250959256,% At Least 1 Dose
18-24,18-24,Age,Age,185627,85699,12.161564948891247,26.342370585045742,26.342370585045742,% At Least 1 Dose
<18,<18,Age,Age,20535,2955,0.1734030600927588,1.2050192348578008,1.2050192348578008,% At Least 1 Dose
Male,Male,Sex,Sex,1413707,910988,22.898111759128,35.53419022057543,35.53419022057543,% At Least 1 Dose
Female,Female,Sex,Sex,1689794,1132170,25.976881102167056,38.7711896845485,38.7711896845485,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,583736,347246,28.148036464387555,47.31810363136144,47.31810363136144,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,371480,248357,13.602282336755305,20.345614749968234,20.345614749968234,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,556809,350509,14.462388440288992,22.974554276919775,22.974554276919775,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8296,4859,25.75805767599661,43.97794741306192,43.97794741306192,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,973173,673268,25.103431201472347,36.2856714601473,36.2856714601473,% At Least 1 Dose
