Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,196377,150166,31.5380043390326,41.24328195521094,41.24328195521094,% At Least 1 Dose
Queens,Queens,Borough,Borough,1058450,728647,32.122615516860996,46.66207696432089,46.66207696432089,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,891941,662829,41.13321969356572,55.35123705616185,55.35123705616185,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,971923,665676,26.003954055766908,37.96718078726459,37.96718078726459,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,487424,359817,25.32102645368706,34.300980771230826,34.300980771230826,% At Least 1 Dose
85+,85+,Age,Age,92448,79319,44.32764421196168,51.66482245246957,51.66482245246957,% At Least 1 Dose
75-84,75-84,Age,Age,250159,217724,56.895338635076165,65.37120858339924,65.37120858339924,% At Least 1 Dose
65-74,65-74,Age,Age,514953,442871,61.61297727446621,71.64114942368815,71.64114942368815,% At Least 1 Dose
55-64,55-64,Age,Age,645738,499099,49.96364005343237,64.643329281011,64.643329281011,% At Least 1 Dose
45-54,45-54,Age,Age,579430,408172,39.70208746925114,56.36001622430786,56.36001622430786,% At Least 1 Dose
35-44,35-44,Age,Age,579056,385155,33.87747096065989,50.93261887966112,50.93261887966112,% At Least 1 Dose
25-34,25-34,Age,Age,660531,409876,27.625279790577466,44.519205040914635,44.519205040914635,% At Least 1 Dose
18-24,18-24,Age,Age,247388,117914,16.733203064021314,35.106888406822804,35.106888406822804,% At Least 1 Dose
<18,<18,Age,Age,36412,7005,0.4110620764635449,2.1367012602698927,2.1367012602698927,% At Least 1 Dose
Male,Male,Sex,Sex,1637976,1144876,28.77699662162776,41.17129699487748,41.17129699487748,% At Least 1 Dose
Female,Female,Sex,Sex,1926125,1392164,31.942269007938112,44.193645930303326,44.193645930303326,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,683090,443910,35.98369705311589,55.37181775588055,55.37181775588055,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,429903,305058,16.707743470431275,23.54538822508774,23.54538822508774,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,666115,445841,18.395892044446462,27.48464055388907,27.48464055388907,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9435,6198,32.85623409669211,50.015903307888046,50.015903307888046,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1078291,826854,30.830029798924375,40.20509504932184,40.20509504932184,% At Least 1 Dose
