Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,203481,170110,45.585359292610875,54.52797892081449,54.52797892081449,% At Least 1 Dose
Queens,Queens,Borough,Borough,1120704,876551,48.18440197786835,61.60560199486963,61.60560199486963,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,922877,773178,55.87542215311135,66.6937522412652,66.6937522412652,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1024822,805663,40.59083289921555,51.6324797755884,51.6324797755884,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,518076,409554,38.21270450998288,48.33815590059892,48.33815590059892,% At Least 1 Dose
85+,85+,Age,Age,95144,83416,46.61726408029597,53.17148956621847,53.17148956621847,% At Least 1 Dose
75-84,75-84,Age,Age,256575,229213,59.89762844041866,67.04782894993049,67.04782894993049,% At Least 1 Dose
65-74,65-74,Age,Age,530211,470484,65.45454545454535,73.76386869691626,73.76386869691626,% At Least 1 Dose
55-64,55-64,Age,Age,678645,562477,56.30826422480205,67.93757251379307,67.93757251379307,% At Least 1 Dose
45-54,45-54,Age,Age,619414,488847,47.549186012467814,60.24918124633422,60.24918124633422,% At Least 1 Dose
35-44,35-44,Age,Age,623185,481455,42.34782822854308,54.81411831760937,54.81411831760937,% At Least 1 Dose
25-34,25-34,Age,Age,709656,539342,36.35117365449461,47.83018658097094,47.83018658097094,% At Least 1 Dose
18-24,18-24,Age,Age,277130,179822,25.518581689862447,39.32758251888856,39.32758251888856,% At Least 1 Dose
Male,Male,Sex,Sex,1729496,1368064,44.011757568295025,55.639325840995724,55.639325840995724,% At Least 1 Dose
Female,Female,Sex,Sex,2017086,1631031,46.27971663027754,57.23384074177622,57.23384074177622,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,724263,558555,54.88717932059689,71.1707050447556,71.1707050447556,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,458846,359625,24.753153016497098,31.582579767834908,31.582579767834908,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,730247,546148,29.94248250911929,40.035682680952476,40.035682680952476,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9712,7352,48.945023006193225,64.65642865018343,64.65642865018343,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1113433,953671,42.83048081278613,50.00557922262803,50.00557922262803,% At Least 1 Dose
