Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,203686,166702,35.0109105877856,42.7783249990024,42.7783249990024,% At Least 1 Dose
Queens,Queens,Borough,Borough,1117478,842506,37.14212274070776,49.26434356080625,49.26434356080625,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,923396,751287,46.622663196570926,57.30324191029634,57.30324191029634,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1020652,774434,30.25247440980866,39.87072947639182,39.87072947639182,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,515471,398393,28.035695067113974,36.274703049351544,36.274703049351544,% At Least 1 Dose
85+,85+,Age,Age,94530,82496,46.10311951625703,52.82835395500117,52.82835395500117,% At Least 1 Dose
75-84,75-84,Age,Age,255050,226624,59.22107449263977,66.6493180305165,66.6493180305165,% At Least 1 Dose
65-74,65-74,Age,Age,526729,463891,64.5373159245681,73.27944685202307,73.27944685202307,% At Least 1 Dose
55-64,55-64,Age,Age,671109,546547,54.713548975821034,67.18316108150675,67.18316108150675,% At Least 1 Dose
45-54,45-54,Age,Age,610174,468537,45.57367226703576,59.35042462359703,59.35042462359703,% At Least 1 Dose
35-44,35-44,Age,Age,612784,458397,40.319692217298524,53.89926695786635,53.89926695786635,% At Least 1 Dose
25-34,25-34,Age,Age,698022,506432,34.13306876933934,47.04606527334722,47.04606527334722,% At Least 1 Dose
18-24,18-24,Age,Age,269780,161504,22.919070065061806,38.2845423156849,38.2845423156849,% At Least 1 Dose
<18,<18,Age,Age,42505,18894,1.108723322298675,2.4942460471210532,2.4942460471210532,% At Least 1 Dose
Male,Male,Sex,Sex,1724106,1318942,33.15222738368431,43.336215046282874,43.336215046282874,% At Least 1 Dose
Female,Female,Sex,Sex,2013391,1579895,36.24963085835892,46.19590575547243,46.19590575547243,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,720089,530044,42.965787481295216,58.370986072134365,58.370986072134365,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,454696,346625,18.98432947320916,24.903277819402273,24.903277819402273,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,719194,521243,21.507061838017155,29.67473871405642,29.67473871405642,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9841,7109,37.68553859202714,52.16815097540288,52.16815097540288,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1110186,926877,34.55948151661312,41.39433015060538,41.39433015060538,% At Least 1 Dose
