Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,182524,129836,34.792902881167635,48.9120105785933,48.9120105785933,% At Least 1 Dose
Queens,Queens,Borough,Borough,933068,611351,33.60623892228951,51.29116683990511,51.29116683990511,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,821950,551653,39.86642695088367,59.400038851014735,59.400038851014735,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,875941,552042,27.81292497650848,44.1315720848193,44.1315720848193,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,438501,311882,29.099592991357625,40.91355264588309,40.91355264588309,% At Least 1 Dose
85+,85+,Age,Age,87513,73485,41.0672970526104,48.90688394863025,48.90688394863025,% At Least 1 Dose
75-84,75-84,Age,Age,240034,203178,53.09419776045592,62.72535739712605,62.72535739712605,% At Least 1 Dose
65-74,65-74,Age,Age,492878,410219,57.070374724365,68.57003735418294,68.57003735418294,% At Least 1 Dose
55-64,55-64,Age,Age,598087,425477,42.59351286821701,59.873098500772805,59.873098500772805,% At Least 1 Dose
45-54,45-54,Age,Age,524115,330047,32.10302240958207,50.97963499198025,50.97963499198025,% At Least 1 Dose
35-44,35-44,Age,Age,517441,303525,26.6974578373234,45.51308551454562,45.51308551454562,% At Least 1 Dose
25-34,25-34,Age,Age,587475,319964,21.56529053399645,39.59529527215426,39.59529527215426,% At Least 1 Dose
18-24,18-24,Age,Age,204441,90869,12.89524084692702,29.012269684783664,29.012269684783664,% At Least 1 Dose
Male,Male,Sex,Sex,1466667,951646,30.61524390879205,47.18389814907677,47.18389814907677,% At Least 1 Dose
Female,Female,Sex,Sex,1746749,1178166,33.4298910464777,49.56315897381513,49.56315897381513,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,606430,360082,35.383955571285135,59.59168238649654,59.59168238649654,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,383213,256549,17.65838485430466,26.376725830826288,26.376725830826288,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,582993,367842,20.16688269685041,31.962504129721214,31.962504129721214,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8434,5033,33.50656974839098,56.148303051446355,56.148303051446355,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,997848,695509,31.236123232875972,44.8145215887628,44.8145215887628,% At Least 1 Dose
