Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,188792,135687,28.49711116198285,39.650273132231284,39.650273132231284,% At Least 1 Dose
Queens,Queens,Borough,Borough,976526,643061,28.349531744298883,43.0504335298412,43.0504335298412,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,848535,578731,35.91434497657312,52.65758826587218,52.65758826587218,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,913028,584713,22.841217030221365,35.66650767584944,35.66650767584944,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,456006,326001,22.9413283556042,32.090034626046084,32.090034626046084,% At Least 1 Dose
85+,85+,Age,Age,88891,74798,41.80107076193989,49.67698308911467,49.67698308911467,% At Least 1 Dose
75-84,75-84,Age,Age,243228,206964,54.08355011514533,63.560009119492136,63.560009119492136,% At Least 1 Dose
65-74,65-74,Age,Age,499932,419148,58.312592602897816,69.55140199917909,69.55140199917909,% At Least 1 Dose
55-64,55-64,Age,Age,614002,448429,44.891184204978615,61.46631213464179,61.46631213464179,% At Least 1 Dose
45-54,45-54,Age,Age,542255,353208,34.35584731642361,52.74407710631493,52.74407710631493,% At Least 1 Dose
35-44,35-44,Age,Age,537257,324454,28.5383312252728,47.25606162690671,47.25606162690671,% At Least 1 Dose
25-34,25-34,Age,Age,610108,341266,23.00102648852631,41.12073944917399,41.12073944917399,% At Least 1 Dose
18-24,18-24,Age,Age,218297,96305,13.666664866602543,30.978577855612226,30.978577855612226,% At Least 1 Dose
<18,<18,Age,Age,28917,3621,0.2124847650070659,1.696885376887413,1.696885376887413,% At Least 1 Dose
Male,Male,Sex,Sex,1529491,1004393,25.245890356498492,38.444475506351836,38.444475506351836,% At Least 1 Dose
Female,Female,Sex,Sex,1813820,1236264,28.365248097802848,41.616883048245974,41.616883048245974,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,633857,382142,30.976733930913504,51.38095168614557,51.38095168614557,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,399054,270370,14.80791391178236,21.855817132641928,21.855817132641928,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,613423,389727,16.08056643244113,25.310510441122467,25.310510441122467,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8841,5327,28.238973706530956,46.86704834605598,46.86704834605598,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1025356,729241,27.1904372000346,38.23136374076427,38.23136374076427,% At Least 1 Dose
