Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,189904,141185,37.83415996547684,50.889671807089385,50.889671807089385,% At Least 1 Dose
Queens,Queens,Borough,Borough,1009510,678918,37.32042724497539,55.49321789682274,55.49321789682274,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,861809,614152,44.38305573383832,62.28053784555529,62.28053784555529,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,935375,618162,31.14417622088253,47.125969944137616,47.125969944137616,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,465891,339121,31.64107923773154,43.46912767757227,43.46912767757227,% At Least 1 Dose
85+,85+,Age,Age,90457,76651,42.83662497624876,50.55214655355486,50.55214655355486,% At Least 1 Dose
75-84,75-84,Age,Age,246316,211317,55.22107013626605,64.366961066476,64.366961066476,% At Least 1 Dose
65-74,65-74,Age,Age,506703,429002,59.683498076642074,70.49339519612676,70.49339519612676,% At Least 1 Dose
55-64,55-64,Age,Age,629359,471311,47.18184800455072,63.00366568634307,63.00366568634307,% At Least 1 Dose
45-54,45-54,Age,Age,560857,377847,36.752434375689994,54.55345705178647,54.55345705178647,% At Least 1 Dose
35-44,35-44,Age,Age,558512,351027,30.87563967469606,49.12560932917937,49.12560932917937,% At Least 1 Dose
25-34,25-34,Age,Age,636641,370187,24.950276302673252,42.90904017593865,42.90904017593865,% At Least 1 Dose
18-24,18-24,Age,Age,233644,104196,14.786478505171265,33.15647418194782,33.15647418194782,% At Least 1 Dose
Male,Male,Sex,Sex,1568459,1062955,34.19614708522923,50.45863151417657,50.45863151417657,% At Least 1 Dose
Female,Female,Sex,Sex,1853072,1300016,36.887325927481996,52.580022731328626,52.580022731328626,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,654941,408560,40.147713265879034,64.3586828717155,64.3586828717155,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,411745,284374,19.57359231397524,28.340596423434405,28.340596423434405,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,635267,412366,22.60790434526078,34.828418370333104,34.828418370333104,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,8932,5664,37.7073735455765,59.46367593733921,59.46367593733921,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1047190,772194,34.68013633711056,47.030528559997634,47.030528559997634,% At Least 1 Dose
