Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,191969,141431,29.70347143610218,40.317509655712676,40.317509655712676,% At Least 1 Dose
Queens,Queens,Borough,Borough,1020358,679951,29.97583815387307,44.98278003416366,44.98278003416366,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,870045,615775,38.21318674470404,53.99243564824169,53.99243564824169,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,943418,619147,24.186346122987633,36.853662032856086,36.853662032856086,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,469872,339605,23.898668458700936,33.065812181878144,33.065812181878144,% At Least 1 Dose
85+,85+,Age,Age,90457,76651,42.83662497624876,50.55214655355486,50.55214655355486,% At Least 1 Dose
75-84,75-84,Age,Age,246316,211317,55.22107013626605,64.366961066476,64.366961066476,% At Least 1 Dose
65-74,65-74,Age,Age,506703,429002,59.683498076642074,70.49339519612676,70.49339519612676,% At Least 1 Dose
55-64,55-64,Age,Age,629359,471311,47.18184800455072,63.00366568634307,63.00366568634307,% At Least 1 Dose
45-54,45-54,Age,Age,560857,377847,36.752434375689994,54.55345705178647,54.55345705178647,% At Least 1 Dose
35-44,35-44,Age,Age,558512,351027,30.87563967469606,49.12560932917937,49.12560932917937,% At Least 1 Dose
25-34,25-34,Age,Age,636641,370187,24.950276302673252,42.90904017593865,42.90904017593865,% At Least 1 Dose
18-24,18-24,Age,Age,233644,104196,14.786478505171265,33.15647418194782,33.15647418194782,% At Least 1 Dose
<18,<18,Age,Age,33173,4371,0.2564956939646189,1.9466327284118738,1.9466327284118738,% At Least 1 Dose
Male,Male,Sex,Sex,1584272,1065071,26.771060419463506,39.821421701336604,39.821421701336604,% At Least 1 Dose
Female,Female,Sex,Sex,1870292,1302248,29.87920671059544,42.91259520242916,42.91259520242916,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,660643,408999,33.153783674680334,53.55224611354023,53.55224611354023,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,413886,284615,15.58809933795146,22.668152003890796,22.668152003890796,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,639321,412767,17.031222277695484,26.37909052273693,26.37909052273693,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9115,5693,30.179177268871925,48.31955046649703,48.31955046649703,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1052293,773162,28.82807303271916,39.23573514453522,39.23573514453522,% At Least 1 Dose
