Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,204986,172583,46.24806338720042,54.93128246402406,54.93128246402406,% At Least 1 Dose
Queens,Queens,Borough,Borough,1130430,895313,49.215757540646514,62.1402445811387,62.1402445811387,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,928494,786177,56.81482370433021,67.09967719804621,67.09967719804621,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1034271,826989,41.66527730389675,52.108538351028365,52.108538351028365,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,524523,419002,39.09423327593393,48.93968172131086,48.93968172131086,% At Least 1 Dose
85+,85+,Age,Age,95659,84040,46.96598821938325,53.45929875152288,53.45929875152288,% At Least 1 Dose
75-84,75-84,Age,Age,257820,230968,60.35624264603935,67.3731706513537,67.3731706513537,% At Least 1 Dose
65-74,65-74,Age,Age,532813,474802,66.05527306116477,74.1258634242029,74.1258634242029,% At Least 1 Dose
55-64,55-64,Age,Age,684097,572581,57.319752164268735,68.48335955318068,68.48335955318068,% At Least 1 Dose
45-54,45-54,Age,Age,625227,500235,48.656874369581566,60.81460032078997,60.81460032078997,% At Least 1 Dose
35-44,35-44,Age,Age,629476,493657,43.421091981219206,55.36746221763277,55.36746221763277,% At Least 1 Dose
25-34,25-34,Age,Age,716237,554720,37.38763724987346,48.273740158886675,48.273740158886675,% At Least 1 Dose
18-24,18-24,Age,Age,281375,189061,26.829690320801035,39.92999145257558,39.92999145257558,% At Least 1 Dose
Male,Male,Sex,Sex,1745620,1400122,45.043090111307926,56.15804834157405,56.15804834157405,% At Least 1 Dose
Female,Female,Sex,Sex,2033563,1663332,47.196241899800064,57.70136765629659,57.70136765629659,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,729111,572550,56.262417344769545,71.64710046749151,71.64710046749151,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,463786,368494,25.363610337604676,31.92260222428675,31.92260222428675,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,741848,563455,30.891336198568535,40.67170577284019,40.67170577284019,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9776,7498,49.916999796033295,65.08250066764757,65.08250066764757,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1118332,966770,43.41877223421625,50.22559904655246,50.22559904655246,% At Least 1 Dose
