Subgroup (group)-value,Subgroup (group)-alias,Group-value,Group-alias,SUM(At least 1 dose )-alias,SUM(N Fully Vaccinated Cumulative)-alias,AGG(per fully vaccinated )-alias,AGG(perc at least 1 dose)-value,AGG(perc at least 1 dose)-alias,Measure Names-alias
Staten Island,Staten Island,Borough,Borough,202568,163890,34.42033170707119,42.54352158910243,42.54352158910243,% At Least 1 Dose
Queens,Queens,Borough,Borough,1110259,826066,36.417360545711844,48.94609184026637,48.94609184026637,% At Least 1 Dose
Manhattan,Manhattan,Borough,Borough,919553,738433,45.824981734321845,57.06475662482697,57.06475662482697,% At Least 1 Dose
Brooklyn,Brooklyn,Borough,Borough,1014486,759067,29.652178226718135,39.62986097473658,39.62986097473658,% At Least 1 Dose
Bronx,Bronx,Borough,Borough,512340,392644,27.63112668629193,36.05436845196872,36.05436845196872,% At Least 1 Dose
85+,85+,Age,Age,94336,82132,45.89969710178944,52.71993651432339,52.71993651432339,% At Least 1 Dose
75-84,75-84,Age,Age,254529,225590,58.9508710233453,66.51317102132654,66.51317102132654,% At Least 1 Dose
65-74,65-74,Age,Age,525378,461208,64.16405233759268,73.09149340215211,73.09149340215211,% At Least 1 Dose
55-64,55-64,Age,Age,668183,540257,54.08387170550775,66.89024602698584,66.89024602698584,% At Least 1 Dose
45-54,45-54,Age,Age,606458,460183,44.76109512132728,58.98897661384688,58.98897661384688,% At Least 1 Dose
35-44,35-44,Age,Age,608386,448218,39.424367537861535,53.51242758856053,53.51242758856053,% At Least 1 Dose
25-34,25-34,Age,Age,693364,491613,33.13428127942393,46.73212019419033,46.73212019419033,% At Least 1 Dose
18-24,18-24,Age,Age,266841,153857,21.833882523034813,37.86746814463516,37.86746814463516,% At Least 1 Dose
<18,<18,Age,Age,41731,17042,1.000045668392824,2.4488267684368585,2.4488267684368585,% At Least 1 Dose
Male,Male,Sex,Sex,1713378,1293550,32.51398752345808,43.066561721593715,43.066561721593715,% At Least 1 Dose
Female,Female,Sex,Sex,2002878,1552546,35.62212640119863,45.95469202341181,45.95469202341181,% At Least 1 Dose
Asian & NH/PI,Asian & NH/PI,Race/ethnicity,Race/ ethnicity,715342,516428,41.86206371054163,57.986190483138536,57.986190483138536,% At Least 1 Dose
Black,Black,Race/ethnicity,Race/ ethnicity,451812,340795,18.66502578527895,24.745323816659436,24.745323816659436,% At Least 1 Dose
Latino,Latino,Race/ethnicity,Race/ ethnicity,712252,509337,21.015807129093616,29.388304127348274,29.388304127348274,% At Least 1 Dose
AI/AN,AI/AN,Race/ethnicity,Race/ ethnicity,9782,6923,36.69953350296862,51.85538592027142,51.85538592027142,% At Least 1 Dose
White,White,Race/ethnicity,Race/ ethnicity,1106019,912931,34.0394917777042,41.23895963274839,41.23895963274839,% At Least 1 Dose
